TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,MRG,REGULARITY,CHURN
K > 24 month,4000.0,13.0,3411.0,1137.0,17.0,4452.0,2.0,3.0,NO,5,1
K > 24 month,3000.0,4.0,3000.0,1000.0,7.0,47.0,19.0,42.0,NO,4,1
K > 24 month,500.0,4.0,492.0,164.0,5.0,1898.0,42.0,1.0,NO,35,1
K > 24 month,12000.0,5.0,11999.0,4000.0,17.0,7675.0,3.0,25.0,NO,26,1
K > 24 month,3500.0,4.0,3488.0,1163.0,4.0,5633.0,38.0,2.0,NO,40,1
K > 24 month,500.0,1.0,5.0,2.0,1.0,443.0,3.0,8.0,NO,6,1
K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,4.0,226.0,NO,36,1
K > 24 month,8500.0,15.0,8489.0,2830.0,17.0,1202.0,82.0,43.0,NO,46,1
K > 24 month,650.0,2.0,649.0,216.0,2.0,0.0,8.0,1.0,NO,20,1
K > 24 month,2250.0,10.0,2152.0,717.0,13.0,0.0,6.0,5.0,NO,28,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,3.0,79.0,1.0,NO,5,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,6.0,NO,38,1
K > 24 month,250.0,2.0,252.0,84.0,5.0,184.0,3.0,2.0,NO,34,1
F 9-12 month,400.0,2.0,400.0,133.0,2.0,0.0,42.0,5.0,NO,40,1
K > 24 month,5000.0,5.0,5001.0,1667.0,6.0,6160.0,2.0,60.0,NO,6,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,3.0,8.0,NO,2,1
K > 24 month,200.0,2.0,201.0,67.0,2.0,213.0,11.0,1.0,NO,20,1
K > 24 month,10300.0,17.0,11862.0,3954.0,18.0,659.0,260.0,154.0,NO,9,1
K > 24 month,3200.0,7.0,3200.0,1067.0,7.0,2.0,28.0,52.0,NO,14,1
K > 24 month,800.0,4.0,800.0,267.0,4.0,314.0,0.0,0.0,NO,20,1
K > 24 month,2600.0,5.0,2586.0,862.0,6.0,7169.0,11.0,1.0,NO,25,1
K > 24 month,1600.0,4.0,1603.0,534.0,4.0,522.0,10.0,5.0,NO,1,1
I 18-21 month,7000.0,14.0,7999.0,2666.0,16.0,21.0,80.0,74.0,NO,33,1
K > 24 month,6000.0,6.0,5550.0,1850.0,7.0,100.0,68.0,19.0,NO,17,1
K > 24 month,3800.0,29.0,4000.0,1333.0,31.0,2895.0,2.0,11.0,NO,43,1
K > 24 month,2000.0,3.0,1997.0,666.0,4.0,0.0,133.0,52.0,NO,16,1
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,97.0,88.0,49.0,NO,16,1
K > 24 month,8400.0,12.0,8968.0,2989.0,24.0,15735.0,53.0,3.0,NO,52,1
K > 24 month,500.0,1.0,494.0,165.0,1.0,310.0,20.0,0.0,NO,10,1
K > 24 month,300.0,1.0,1100.0,367.0,3.0,0.0,0.0,26.0,NO,10,1
K > 24 month,2950.0,10.0,2951.0,984.0,9.0,1637.0,129.0,30.0,NO,6,1
K > 24 month,350.0,3.0,350.0,117.0,5.0,0.0,9.0,0.0,NO,25,1
K > 24 month,200.0,1.0,199.0,66.0,1.0,0.0,5.0,0.0,NO,18,1
K > 24 month,750.0,3.0,943.0,314.0,6.0,0.0,9.0,4.0,NO,13,1
K > 24 month,4700.0,8.0,4701.0,1567.0,13.0,3404.0,4.0,5.0,NO,16,1
K > 24 month,2000.0,2.0,2000.0,667.0,2.0,0.0,11.0,3.0,NO,14,1
K > 24 month,6500.0,7.0,7488.0,2496.0,8.0,0.0,135.0,6.0,NO,1,1
K > 24 month,2100.0,5.0,2090.0,697.0,6.0,4100.0,35.0,1.0,NO,23,1
F 9-12 month,1000.0,1.0,2655.0,885.0,3.0,518.0,247.0,1724.0,NO,33,1
K > 24 month,8000.0,9.0,8001.0,2667.0,19.0,948.0,1.0,81.0,NO,18,1
K > 24 month,750.0,2.0,1259.0,420.0,5.0,0.0,2.0,8.0,NO,12,1
K > 24 month,600.0,2.0,600.0,200.0,3.0,0.0,0.0,1.0,NO,14,1
K > 24 month,1000.0,2.0,1011.0,337.0,5.0,2370.0,0.0,0.0,NO,7,1
H 15-18 month,2500.0,5.0,2492.0,831.0,6.0,3826.0,1.0,19.0,NO,8,1
K > 24 month,1800.0,4.0,1798.0,599.0,7.0,980.0,30.0,17.0,NO,1,1
K > 24 month,4000.0,4.0,3240.0,1080.0,6.0,666.0,40.0,51.0,NO,12,1
K > 24 month,4000.0,10.0,3949.0,1316.0,13.0,5484.0,13.0,22.0,NO,51,1
K > 24 month,6000.0,6.0,6480.0,2160.0,12.0,13487.0,2.0,0.0,NO,29,1
K > 24 month,100.0,1.0,102.0,34.0,2.0,0.0,1.0,1.0,NO,9,1
K > 24 month,2050.0,5.0,2340.0,780.0,8.0,3551.0,6.0,1.0,NO,10,1
K > 24 month,300.0,3.0,291.0,97.0,4.0,121.0,7.0,3.0,NO,14,1
K > 24 month,9350.0,21.0,9836.0,3279.0,26.0,1822.0,378.0,447.0,NO,48,1
K > 24 month,3500.0,3.0,3132.0,1044.0,6.0,476.0,4.0,15.0,NO,1,1
K > 24 month,400.0,2.0,400.0,133.0,3.0,0.0,1.0,3.0,NO,24,1
K > 24 month,250.0,1.0,241.0,80.0,1.0,1286.0,4.0,0.0,NO,9,1
K > 24 month,3600.0,15.0,3602.0,1201.0,20.0,6.0,102.0,98.0,NO,36,1
K > 24 month,2500.0,3.0,2490.0,830.0,5.0,4138.0,39.0,43.0,NO,47,1
K > 24 month,5750.0,9.0,5409.0,1803.0,9.0,7238.0,146.0,72.0,NO,5,1
K > 24 month,4150.0,10.0,4647.0,1549.0,15.0,13338.0,2.0,0.0,NO,26,1
K > 24 month,1850.0,11.0,2049.0,683.0,22.0,0.0,4.0,2.0,NO,26,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,8.0,21.0,NO,59,1
K > 24 month,10000.0,15.0,10020.0,3340.0,20.0,24012.0,5.0,9.0,NO,54,1
K > 24 month,700.0,3.0,700.0,233.0,3.0,0.0,0.0,4.0,NO,24,1
K > 24 month,2050.0,10.0,2050.0,683.0,14.0,905.0,2.0,10.0,NO,12,1
K > 24 month,2500.0,5.0,3003.0,1001.0,8.0,0.0,0.0,29.0,NO,12,1
K > 24 month,13800.0,46.0,13550.0,4517.0,44.0,14344.0,3.0,15.0,NO,41,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,5.0,4.0,6.0,NO,5,1
K > 24 month,500.0,1.0,306.0,102.0,4.0,365.0,1.0,1.0,NO,14,1
K > 24 month,4750.0,19.0,4750.0,1583.0,19.0,10342.0,230.0,46.0,NO,39,1
K > 24 month,5000.0,1.0,4998.0,1666.0,6.0,0.0,2.0,3.0,NO,9,1
K > 24 month,19000.0,19.0,19501.0,6500.0,19.0,0.0,161.0,64.0,NO,5,1
K > 24 month,500.0,1.0,495.0,165.0,4.0,1.0,1.0,0.0,NO,18,1
K > 24 month,6000.0,7.0,5983.0,1994.0,6.0,1228.0,18.0,46.0,NO,9,1
K > 24 month,4000.0,8.0,3761.0,1254.0,12.0,206.0,0.0,11.0,NO,24,1
K > 24 month,2400.0,8.0,2589.0,863.0,13.0,1861.0,9.0,1.0,NO,22,1
K > 24 month,500.0,1.0,490.0,163.0,1.0,0.0,2.0,2.0,NO,1,1
K > 24 month,10550.0,22.0,11151.0,3717.0,26.0,18.0,2612.0,199.0,NO,40,1
K > 24 month,3100.0,6.0,3086.0,1029.0,7.0,6585.0,0.0,0.0,NO,21,1
K > 24 month,2000.0,4.0,2009.0,670.0,7.0,1210.0,0.0,0.0,NO,15,1
K > 24 month,8000.0,12.0,8488.0,2829.0,22.0,7179.0,3.0,0.0,NO,51,1
K > 24 month,11650.0,21.0,13651.0,4550.0,32.0,9191.0,7.0,80.0,NO,17,1
K > 24 month,3100.0,7.0,3096.0,1032.0,10.0,25.0,22.0,18.0,NO,30,1
K > 24 month,200.0,1.0,186.0,62.0,1.0,1026.0,8.0,0.0,NO,5,1
K > 24 month,8000.0,2.0,7702.0,2567.0,15.0,1633.0,720.0,168.0,NO,61,1
K > 24 month,3750.0,13.0,3809.0,1270.0,15.0,3187.0,2.0,20.0,NO,17,1
K > 24 month,4000.0,5.0,4500.0,1500.0,14.0,3509.0,6.0,36.0,NO,22,1
K > 24 month,1500.0,2.0,1501.0,500.0,4.0,0.0,44.0,12.0,NO,5,1
K > 24 month,10100.0,42.0,10095.0,3365.0,43.0,7767.0,20.0,5.0,NO,49,1
K > 24 month,1500.0,5.0,1686.0,562.0,6.0,0.0,46.0,59.0,NO,2,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,3.0,40.0,NO,14,1
K > 24 month,3350.0,10.0,3352.0,1117.0,12.0,3403.0,1.0,29.0,NO,32,1
K > 24 month,2300.0,5.0,2301.0,767.0,6.0,15.0,2.0,13.0,NO,12,1
K > 24 month,4800.0,15.0,4800.0,1600.0,18.0,517.0,436.0,21.0,NO,31,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,8.0,4.0,2.0,NO,3,1
K > 24 month,5000.0,4.0,4734.0,1578.0,3.0,1903.0,137.0,135.0,NO,55,1
K > 24 month,3700.0,7.0,3680.0,1227.0,11.0,8138.0,17.0,22.0,NO,56,1
K > 24 month,6200.0,12.0,6206.0,2069.0,20.0,9489.0,4.0,5.0,NO,51,1
K > 24 month,2000.0,3.0,1997.0,666.0,4.0,2322.0,35.0,13.0,NO,7,1
I 18-21 month,6300.0,27.0,5976.0,1992.0,30.0,11133.0,0.0,19.0,NO,50,1
K > 24 month,4500.0,9.0,4470.0,1490.0,10.0,9395.0,0.0,0.0,NO,38,1
J 21-24 month,1500.0,2.0,2500.0,833.0,5.0,593.0,1.0,17.0,NO,7,1
K > 24 month,700.0,2.0,700.0,233.0,2.0,157.0,31.0,9.0,NO,7,1
K > 24 month,600.0,2.0,582.0,194.0,2.0,2.0,13.0,15.0,NO,14,1
K > 24 month,3100.0,8.0,3090.0,1030.0,15.0,824.0,295.0,71.0,NO,8,1
K > 24 month,1550.0,5.0,2051.0,684.0,10.0,1921.0,0.0,17.0,NO,55,1
K > 24 month,1500.0,3.0,1494.0,498.0,6.0,1.0,22.0,4.0,NO,52,1
K > 24 month,800.0,3.0,801.0,267.0,8.0,2.0,1.0,1.0,NO,15,1
K > 24 month,2200.0,4.0,2201.0,734.0,4.0,29.0,44.0,79.0,NO,6,1
K > 24 month,1500.0,6.0,1492.0,497.0,10.0,1.0,1.0,2.0,NO,28,1
K > 24 month,1300.0,5.0,970.0,323.0,4.0,3528.0,30.0,9.0,NO,34,1
K > 24 month,600.0,3.0,600.0,200.0,3.0,59.0,141.0,15.0,NO,10,1
K > 24 month,2300.0,6.0,2301.0,767.0,8.0,1019.0,40.0,14.0,NO,27,1
K > 24 month,500.0,1.0,500.0,167.0,2.0,10.0,12.0,8.0,NO,7,1
K > 24 month,2200.0,5.0,2184.0,728.0,5.0,5.0,8.0,55.0,NO,13,1
K > 24 month,3900.0,18.0,4385.0,1462.0,21.0,2517.0,2.0,1.0,NO,22,1
K > 24 month,1800.0,8.0,918.0,306.0,10.0,984.0,6.0,12.0,NO,37,1
K > 24 month,100.0,1.0,82.0,27.0,1.0,1.0,8.0,0.0,NO,11,1
K > 24 month,8750.0,20.0,8749.0,2916.0,21.0,609.0,92.0,180.0,NO,48,1
K > 24 month,400.0,2.0,388.0,129.0,2.0,1024.0,7.0,2.0,NO,17,1
K > 24 month,6500.0,9.0,6654.0,2218.0,16.0,2637.0,1.0,45.0,NO,15,1
K > 24 month,7500.0,13.0,8999.0,3000.0,27.0,17994.0,111.0,160.0,NO,52,1
K > 24 month,450.0,1.0,450.0,150.0,1.0,1.0,8.0,3.0,NO,3,1
K > 24 month,15300.0,25.0,15997.0,5332.0,25.0,7513.0,1.0,140.0,NO,42,1
H 15-18 month,3700.0,8.0,4199.0,1400.0,16.0,8480.0,8.0,12.0,NO,41,1
K > 24 month,750.0,2.0,741.0,247.0,2.0,836.0,114.0,14.0,NO,3,1
K > 24 month,4700.0,8.0,3453.0,1151.0,15.0,2563.0,20.0,22.0,NO,43,1
K > 24 month,2400.0,4.0,2391.0,797.0,6.0,648.0,75.0,1.0,NO,11,1
K > 24 month,4800.0,10.0,4221.0,1407.0,13.0,21.0,32.0,88.0,NO,56,1
K > 24 month,900.0,4.0,982.0,327.0,8.0,179.0,2.0,3.0,NO,10,1
K > 24 month,1750.0,7.0,2068.0,689.0,11.0,0.0,40.0,83.0,NO,33,1
K > 24 month,200.0,1.0,184.0,61.0,1.0,0.0,0.0,1.0,NO,5,1
K > 24 month,500.0,1.0,484.0,161.0,4.0,0.0,5.0,3.0,NO,8,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,2.0,6.0,NO,5,1
K > 24 month,2500.0,9.0,2999.0,1000.0,13.0,232.0,73.0,4.0,NO,3,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,1.0,NO,7,1
K > 24 month,500.0,1.0,485.0,162.0,6.0,1.0,0.0,0.0,NO,5,1
K > 24 month,1300.0,3.0,1801.0,600.0,4.0,59.0,0.0,22.0,NO,9,1
K > 24 month,6000.0,6.0,6006.0,2002.0,12.0,10530.0,62.0,15.0,NO,21,1
K > 24 month,4000.0,1.0,7794.0,2598.0,7.0,0.0,2.0,13.0,NO,9,1
K > 24 month,1600.0,4.0,1602.0,534.0,4.0,2657.0,1.0,0.0,NO,3,1
K > 24 month,5000.0,5.0,5000.0,1667.0,5.0,20787.0,31.0,64.0,NO,3,1
K > 24 month,5000.0,6.0,4952.0,1651.0,9.0,5112.0,3.0,33.0,NO,17,1
K > 24 month,1300.0,3.0,985.0,328.0,4.0,1347.0,9.0,9.0,NO,16,1
K > 24 month,750.0,2.0,601.0,200.0,3.0,1.0,0.0,5.0,NO,3,1
K > 24 month,1500.0,3.0,1483.0,494.0,3.0,5.0,21.0,26.0,NO,1,1
K > 24 month,1000.0,2.0,997.0,332.0,4.0,0.0,10.0,11.0,NO,15,1
K > 24 month,500.0,1.0,499.0,166.0,3.0,8.0,0.0,12.0,NO,18,1
K > 24 month,23000.0,15.0,22738.0,7579.0,17.0,25197.0,19.0,1.0,NO,56,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,17.0,2.0,19.0,NO,17,1
K > 24 month,900.0,4.0,901.0,300.0,5.0,301.0,274.0,1.0,NO,14,1
K > 24 month,4000.0,6.0,3991.0,1330.0,10.0,6779.0,0.0,0.0,NO,55,1
K > 24 month,100.0,1.0,200.0,67.0,3.0,0.0,4.0,1.0,NO,8,1
K > 24 month,2200.0,5.0,2199.0,733.0,9.0,4814.0,6.0,13.0,NO,33,1
K > 24 month,1000.0,2.0,982.0,327.0,2.0,225.0,6.0,12.0,NO,3,1
K > 24 month,9300.0,21.0,9691.0,3230.0,40.0,12794.0,0.0,14.0,NO,62,1
K > 24 month,5450.0,17.0,5749.0,1916.0,26.0,994.0,5.0,7.0,NO,39,1
K > 24 month,1900.0,4.0,1899.0,633.0,9.0,2912.0,47.0,0.0,NO,59,1
K > 24 month,200.0,1.0,186.0,62.0,1.0,5.0,9.0,1.0,NO,1,1
K > 24 month,6500.0,4.0,6491.0,2164.0,11.0,16247.0,11.0,199.0,NO,34,1
K > 24 month,3600.0,11.0,3600.0,1200.0,11.0,1249.0,6.0,18.0,NO,2,1
K > 24 month,650.0,5.0,650.0,217.0,5.0,121.0,3.0,18.0,NO,21,1
K > 24 month,750.0,3.0,500.0,167.0,2.0,1.0,8.0,18.0,NO,3,1
K > 24 month,8150.0,19.0,8161.0,2720.0,22.0,167.0,69.0,45.0,NO,37,1
K > 24 month,2500.0,2.0,2063.0,688.0,3.0,1.0,90.0,0.0,NO,3,1
K > 24 month,500.0,1.0,250.0,83.0,2.0,1023.0,23.0,1.0,NO,10,1
K > 24 month,2500.0,5.0,2500.0,833.0,6.0,3331.0,3.0,0.0,NO,40,1
K > 24 month,4500.0,11.0,4760.0,1587.0,14.0,1896.0,264.0,217.0,NO,19,1
K > 24 month,3000.0,4.0,2990.0,997.0,4.0,1238.0,1.0,1.0,NO,12,1
K > 24 month,2500.0,5.0,2512.0,837.0,9.0,3629.0,0.0,0.0,NO,13,1
K > 24 month,2500.0,4.0,2833.0,944.0,5.0,748.0,10.0,41.0,NO,8,1
K > 24 month,500.0,3.0,691.0,230.0,4.0,2997.0,62.0,0.0,NO,26,1
K > 24 month,1500.0,2.0,1511.0,504.0,4.0,1862.0,0.0,0.0,NO,21,1
K > 24 month,700.0,1.0,695.0,232.0,3.0,732.0,0.0,1.0,NO,8,1
K > 24 month,700.0,4.0,698.0,233.0,4.0,0.0,4.0,3.0,NO,22,1
K > 24 month,8500.0,15.0,8500.0,2833.0,15.0,0.0,64.0,811.0,NO,28,1
K > 24 month,2700.0,5.0,2693.0,898.0,7.0,1138.0,11.0,2.0,NO,44,1
K > 24 month,250.0,1.0,11.0,4.0,1.0,58.0,0.0,0.0,NO,21,1
K > 24 month,100.0,1.0,83.0,28.0,1.0,44.0,8.0,0.0,NO,10,1
K > 24 month,2000.0,3.0,2000.0,667.0,3.0,0.0,0.0,46.0,NO,5,1
K > 24 month,1500.0,10.0,1500.0,500.0,14.0,0.0,2.0,11.0,NO,31,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,3.0,32.0,NO,4,1
K > 24 month,2500.0,5.0,2501.0,834.0,9.0,3068.0,6.0,45.0,NO,4,1
K > 24 month,250.0,1.0,245.0,82.0,1.0,7.0,0.0,2.0,NO,2,1
K > 24 month,3650.0,28.0,3631.0,1210.0,29.0,2749.0,0.0,7.0,NO,49,1
K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,15.0,1.0,NO,16,1
K > 24 month,2600.0,9.0,2808.0,936.0,11.0,2911.0,1.0,5.0,NO,12,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,49.0,13.0,17.0,NO,11,1
K > 24 month,1500.0,3.0,1501.0,500.0,5.0,287.0,1.0,3.0,NO,8,1
K > 24 month,5500.0,11.0,5506.0,1835.0,13.0,90.0,177.0,36.0,NO,25,1
K > 24 month,3700.0,8.0,3693.0,1231.0,8.0,2989.0,12.0,70.0,NO,1,1
K > 24 month,1900.0,6.0,1901.0,634.0,10.0,917.0,19.0,12.0,NO,25,1
K > 24 month,3000.0,1.0,2981.0,994.0,4.0,453.0,1.0,7.0,NO,6,1
K > 24 month,3500.0,7.0,3494.0,1165.0,6.0,0.0,14.0,101.0,NO,23,1
K > 24 month,2150.0,5.0,2127.0,709.0,5.0,450.0,0.0,13.0,NO,14,1
K > 24 month,100.0,1.0,100.0,33.0,1.0,0.0,0.0,0.0,NO,1,1
K > 24 month,1250.0,3.0,1249.0,416.0,3.0,1019.0,7.0,9.0,NO,10,1
K > 24 month,22300.0,13.0,25614.0,8538.0,27.0,15617.0,1.0,45.0,NO,21,1
K > 24 month,1450.0,6.0,1947.0,649.0,9.0,661.0,8.0,31.0,NO,21,1
K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,2.0,0.0,NO,3,1
K > 24 month,2500.0,4.0,2501.0,834.0,2.0,431.0,2.0,27.0,NO,5,1
K > 24 month,40800.0,66.0,42299.0,14100.0,66.0,23594.0,2713.0,1161.0,NO,54,1
K > 24 month,2500.0,5.0,2490.0,830.0,5.0,1033.0,1.0,148.0,NO,9,1
K > 24 month,5500.0,11.0,5498.0,1833.0,23.0,25.0,160.0,56.0,NO,51,1
K > 24 month,12700.0,11.0,12699.0,4233.0,11.0,18988.0,199.0,77.0,NO,59,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,11.0,40.0,NO,17,1
K > 24 month,10750.0,35.0,10904.0,3635.0,50.0,10190.0,0.0,16.0,NO,59,1
K > 24 month,5050.0,12.0,6211.0,2070.0,16.0,1342.0,1.0,11.0,NO,24,1
K > 24 month,200.0,1.0,401.0,134.0,3.0,0.0,274.0,11.0,NO,22,1
K > 24 month,1000.0,1.0,993.0,331.0,3.0,451.0,278.0,25.0,NO,4,1
K > 24 month,3100.0,12.0,3303.0,1101.0,17.0,62.0,14.0,1.0,NO,30,1
K > 24 month,3000.0,1.0,220.0,73.0,3.0,194.0,20.0,5.0,NO,10,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,2.0,43.0,NO,12,1
K > 24 month,4700.0,16.0,4805.0,1602.0,20.0,2585.0,27.0,33.0,NO,33,1
K > 24 month,4500.0,7.0,4501.0,1500.0,9.0,2278.0,84.0,81.0,NO,35,1
K > 24 month,300.0,1.0,250.0,83.0,1.0,167.0,2.0,7.0,NO,6,1
K > 24 month,2350.0,12.0,2349.0,783.0,16.0,1.0,11.0,5.0,NO,35,1
K > 24 month,10500.0,18.0,11998.0,3999.0,24.0,475.0,484.0,44.0,NO,37,1
K > 24 month,6800.0,8.0,6987.0,2329.0,9.0,36406.0,1.0,1.0,NO,19,1
K > 24 month,1700.0,5.0,1656.0,552.0,6.0,0.0,1.0,44.0,NO,12,1
K > 24 month,1500.0,3.0,1483.0,494.0,4.0,4873.0,3.0,8.0,NO,24,1
K > 24 month,600.0,4.0,1095.0,365.0,4.0,1.0,0.0,1.0,NO,3,1
K > 24 month,1500.0,2.0,1494.0,498.0,2.0,1.0,1.0,10.0,NO,2,1
K > 24 month,1400.0,4.0,2149.0,716.0,5.0,987.0,144.0,13.0,NO,11,1
K > 24 month,1100.0,8.0,956.0,319.0,13.0,0.0,3.0,13.0,NO,36,1
K > 24 month,8000.0,9.0,7978.0,2659.0,11.0,19917.0,9.0,33.0,NO,36,1
K > 24 month,2200.0,2.0,2361.0,787.0,5.0,4885.0,2.0,0.0,NO,52,1
K > 24 month,5500.0,8.0,5501.0,1834.0,8.0,4823.0,1.0,29.0,NO,16,1
I 18-21 month,7050.0,5.0,19850.0,6617.0,6.0,2821.0,598.0,800.0,NO,62,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,7.0,16.0,NO,9,1
K > 24 month,600.0,3.0,520.0,173.0,5.0,0.0,0.0,2.0,NO,30,1
K > 24 month,13500.0,15.0,12497.0,4166.0,35.0,15500.0,7.0,21.0,NO,22,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,10.0,13.0,22.0,NO,4,1
K > 24 month,7000.0,8.0,6092.0,2031.0,14.0,10090.0,2.0,20.0,NO,42,1
K > 24 month,5500.0,6.0,5996.0,1999.0,12.0,605.0,3.0,3.0,NO,1,1
H 15-18 month,2750.0,6.0,2742.0,914.0,6.0,1892.0,4.0,33.0,NO,1,1
K > 24 month,3600.0,10.0,3588.0,1196.0,14.0,37.0,39.0,10.0,NO,33,1
K > 24 month,9500.0,12.0,9094.0,3031.0,14.0,1.0,3.0,51.0,NO,34,1
K > 24 month,9000.0,17.0,9000.0,3000.0,17.0,0.0,5792.0,1.0,NO,55,1
K > 24 month,1050.0,5.0,1049.0,350.0,5.0,71.0,7.0,2.0,NO,3,1
K > 24 month,7500.0,14.0,7496.0,2499.0,17.0,16397.0,25.0,58.0,NO,46,1
K > 24 month,3000.0,5.0,3502.0,1167.0,7.0,14.0,6.0,46.0,NO,26,1
K > 24 month,1000.0,2.0,1001.0,334.0,3.0,3.0,8.0,37.0,NO,3,1
K > 24 month,3200.0,6.0,2899.0,966.0,12.0,236.0,129.0,69.0,NO,34,1
K > 24 month,2000.0,4.0,1488.0,496.0,4.0,0.0,265.0,1.0,NO,27,1
K > 24 month,250.0,1.0,250.0,83.0,1.0,12.0,8.0,9.0,NO,5,1
K > 24 month,800.0,2.0,788.0,263.0,2.0,1.0,34.0,8.0,NO,8,1
K > 24 month,2000.0,4.0,1999.0,666.0,6.0,5759.0,6.0,0.0,NO,23,1
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,97.0,62.0,NO,38,1
K > 24 month,500.0,1.0,259.0,86.0,2.0,1482.0,0.0,10.0,NO,2,1
K > 24 month,4000.0,2.0,3982.0,1327.0,4.0,2711.0,1.0,6.0,NO,4,1
K > 24 month,1800.0,4.0,1801.0,600.0,8.0,3.0,3.0,12.0,NO,5,1
K > 24 month,500.0,1.0,500.0,167.0,2.0,588.0,7.0,7.0,NO,18,1
K > 24 month,7500.0,10.0,7333.0,2444.0,11.0,1737.0,68.0,99.0,NO,44,1
K > 24 month,250.0,1.0,250.0,83.0,1.0,2210.0,50.0,24.0,NO,11,1
K > 24 month,400.0,3.0,386.0,129.0,3.0,557.0,7.0,1.0,NO,27,1
K > 24 month,1600.0,4.0,1600.0,533.0,4.0,0.0,72.0,31.0,NO,44,1
K > 24 month,1000.0,1.0,1001.0,334.0,4.0,74.0,13.0,22.0,NO,40,1
K > 24 month,3900.0,11.0,3899.0,1300.0,16.0,1.0,10.0,70.0,NO,33,1
K > 24 month,1700.0,4.0,1452.0,484.0,7.0,46.0,27.0,2.0,NO,24,1
K > 24 month,400.0,4.0,402.0,134.0,6.0,18.0,0.0,0.0,NO,9,1
K > 24 month,4800.0,16.0,5530.0,1843.0,19.0,11163.0,835.0,68.0,NO,30,1
K > 24 month,2500.0,5.0,2500.0,833.0,5.0,172.0,16.0,26.0,NO,6,1
K > 24 month,1500.0,1.0,1481.0,494.0,1.0,1803.0,0.0,4.0,NO,12,1
K > 24 month,3600.0,8.0,3585.0,1195.0,7.0,1.0,26.0,108.0,NO,19,1
K > 24 month,400.0,1.0,403.0,134.0,1.0,0.0,1.0,3.0,NO,48,1
I 18-21 month,3000.0,5.0,3001.0,1000.0,7.0,659.0,5.0,17.0,NO,16,1
K > 24 month,9000.0,8.0,9002.0,3001.0,10.0,1209.0,0.0,8.0,NO,56,1
K > 24 month,2300.0,6.0,2298.0,766.0,9.0,1693.0,3.0,44.0,NO,26,1
K > 24 month,500.0,1.0,501.0,167.0,1.0,0.0,0.0,4.0,NO,2,1
K > 24 month,2000.0,2.0,1995.0,665.0,4.0,534.0,0.0,4.0,NO,13,1
K > 24 month,200.0,1.0,196.0,65.0,1.0,179.0,2.0,0.0,NO,5,1
K > 24 month,5500.0,11.0,5500.0,1833.0,13.0,2538.0,35.0,127.0,NO,40,1
I 18-21 month,800.0,3.0,799.0,266.0,3.0,941.0,0.0,1.0,NO,6,1
K > 24 month,3000.0,12.0,3002.0,1001.0,12.0,6824.0,544.0,66.0,NO,4,1
K > 24 month,1500.0,3.0,1191.0,397.0,5.0,442.0,140.0,22.0,NO,24,1
K > 24 month,200.0,1.0,201.0,67.0,2.0,837.0,12.0,6.0,NO,36,1
K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,1320.0,341.0,73.0,NO,9,1
K > 24 month,3000.0,2.0,2989.0,996.0,2.0,4560.0,0.0,15.0,NO,9,1
K > 24 month,5500.0,4.0,5458.0,1819.0,4.0,11216.0,8.0,13.0,NO,2,1
K > 24 month,1450.0,4.0,1448.0,483.0,5.0,133.0,25.0,2.0,NO,9,1
K > 24 month,500.0,1.0,504.0,168.0,2.0,0.0,3.0,9.0,NO,6,1
K > 24 month,2400.0,8.0,2549.0,850.0,11.0,131.0,49.0,52.0,NO,25,1
K > 24 month,3000.0,3.0,3083.0,1028.0,8.0,934.0,1.0,2.0,NO,38,1
K > 24 month,9000.0,7.0,8552.0,2851.0,8.0,2076.0,271.0,127.0,NO,53,1
K > 24 month,16000.0,15.0,15993.0,5331.0,30.0,28705.0,49.0,9.0,NO,49,1
K > 24 month,3600.0,12.0,3600.0,1200.0,12.0,4808.0,9.0,29.0,NO,15,1
I 18-21 month,14350.0,48.0,14405.0,4802.0,50.0,9425.0,7744.0,331.0,NO,58,1
K > 24 month,500.0,1.0,497.0,166.0,2.0,0.0,2.0,4.0,NO,6,1
